product_id,product_name,product_season,ListPurchasePrice,ListSellingPrice
1,SolSommarVentil,Summer,55.64201540636648,64.00264142701681
2,BatteriGrillBevattning,Summer,86.07275135130963,99.10826406711021
3,SommarPumpPool,Summer,63.44989221558506,79.61182554801567
4,ReläFläktVärme,Summer,99.6924861661596,104.63953472865741
5,SommarMotorBevattning,Summer,56.28452170586031,65.83240640219289
6,SolGrillResistor,Summer,65.8041129728528,68.32695351088076
7,FläktSolTransformator,Summer,68.63138159667328,71.54172117221017
8,BevattningPumpVärme,Summer,61.806512515497246,72.5531224670091
9,BevattningFläktSkärm/Display,Summer,59.34153595631076,66.69831121428687
10,FläktBevattningAnslutningar,Summer,91.18126944574604,91.84812098485023
11,GrillKondensatorVärme,Summer,80.46371931096873,127.99206467103508
12,SensorSommarKonditionering,Summer,62.588795230516645,66.93006569721939
13,KonditioneringVentilFläkt,Summer,66.07347670101893,68.14802952456711
14,VärmeGrillDriftsystem,Summer,63.90734540542161,67.14443847081506
15,SolKonditioneringAutomatisering,Summer,61.35459375771816,64.01099197331624
16,KonditioneringBevattningLED,Summer,60.92382138164956,92.40421779517425
17,TransformatorBevattningSol,Summer,98.73503000240436,106.93240023614777
18,FläktKondensatorPool,Summer,56.668157100115664,59.61900832600463
19,FläktStrömbrytareKonditionering,Summer,79.7131816290887,81.88968872877645
20,FläktPoolPump,Summer,86.554920461763,88.37064290024948
21,VentilPoolKonditionering,Summer,67.38285596032613,90.1067177416495
22,SommarSolKrets,Summer,67.68490021817456,85.63216258287866
23,FläktVärmeLED,Summer,57.05786370225731,70.03015221141737
24,SolBevattningBatteri,Summer,60.99266452282573,90.74344261202
25,PoolGrillVäxellåda,Summer,71.55029683044461,71.69910097233871
26,AxelUppvärmningSkörd,Fall,88.05861769132454,96.7012707225696
27,HöstAutomatiseringVind,Fall,99.02572581145736,103.4188423733759
28,VindAxelUppvärmning,Fall,60.80425029398719,68.07982032445693
29,BatteriHöstBeskärning,Fall,54.228959143533984,60.85434685683412
30,VindLövSkärm/Display,Fall,56.86627929553411,61.70933284673587
31,Skärm/DisplayLövblåsareLöv,Fall,66.04621077254667,75.80803771526874
32,SkördVindFläkt,Fall,68.4678235572546,86.20301361196682
33,DriftsystemLövUppvärmning,Fall,63.18937631306427,67.78341699684985
34,BeskärningKabelLöv,Fall,70.65035516482037,72.36233098049225
35,HöstSensorBeskärning,Fall,97.30343791914456,128.9584596006421
36,HöstVäxellådaUppvärmning,Fall,89.49847514320011,91.77565085813416
37,UppvärmningFuktighetTrådlöst,Fall,82.57787929227501,92.6167759975005
38,UppvärmningBeskärningKrets,Fall,82.07979796942493,88.30051801147121
39,HöstStrömbrytareLövblåsare,Fall,66.67904722710098,73.65777652966754
40,MotorBeskärningHöst,Fall,70.88758569493254,80.37730954225816
41,VindKretsFuktighet,Fall,57.97827211419959,64.37675087311142
42,VindFuktighetTransformator,Fall,60.921557386786006,66.99763557812567
43,DiagnosverktygSkördHöst,Fall,60.333156805946544,78.69894602251972
44,FuktighetVindFjärrkontroll,Fall,76.94079363496958,83.94752896468026
45,UppvärmningSkördKabel,Fall,62.87406062291319,76.3976116926269
46,VindBatteriUppvärmning,Fall,92.00191183899136,106.26707661419566
47,HöstLövDriftsystem,Fall,57.497624489865,61.6776804071295
48,UppvärmningBeskärningStrömbrytare,Fall,63.23793579327746,67.9397840094515
49,VentilUppvärmningFuktighet,Fall,62.50473484671018,70.02778709947016
50,LövLEDUppvärmning,Fall,96.6302531118805,100.4122492705235
51,GräsBevattningKrets,Spring,99.01269359203147,105.77017492794397
52,VårBevattningFjärrkontroll,Spring,57.35185964606785,69.39935055989008
53,KretsRengöringKlippare,Spring,68.90511141136983,69.79103745520068
54,KabelSkottGräs,Spring,84.60229549430048,89.78563714296241
55,uftrenareDriftsystemBevattning,Spring,77.09268513377432,87.74969032905237
56,ProgrammeringuftrenareBevattning,Spring,65.56999015319981,72.19492195307677
57,RengöringPollenTransformator,Spring,59.410098537769514,78.82295141289757
58,KlippareVårRelä,Spring,85.21319832332031,90.76343305972027
59,uftrenareBevattningSkärm/Display,Spring,94.36254947823346,103.07853065348904
60,SkottKlippareFjärrkontroll,Spring,88.60835506193018,115.79123168420736
61,DriftsystemPollenGräs,Spring,76.04952611026599,77.7928322764772
62,BevattningResistoruftrenare,Spring,54.02879341735279,55.18341054913787
63,BevattningProgrammeringRengöring,Spring,80.5992318629182,96.82241859232482
64,RengöringSkärm/DisplayVår,Spring,74.32910702722369,92.02858488756894
65,RengöringGräsTrådlöst,Spring,72.00972215320317,81.4689896045123
66,BevattningAnslutningaruftrenare,Spring,51.97589402817359,54.404718090940314
67,GräsPumpKlippare,Spring,75.38853751461778,78.0088380561788
68,ResistorSkottVår,Spring,50.33088414191763,64.16728136975702
69,GräsTransformatoruftrenare,Spring,93.20739415259101,94.24543795017635
70,BevattningVäxellådaGräs,Spring,50.82431747243594,69.38255797397322
71,BevattningVårPump,Spring,60.570549947131624,80.39718475191093
72,VårRengöringDriftsystem,Spring,97.99778763719746,102.38573914298131
73,AutomatiseringuftrenareKlippare,Spring,60.684783530500056,61.86574801435302
74,VårVäxellådaKlippare,Spring,69.88925909245525,71.62077501956591
75,MotorBevattningVår,Spring,97.4280482440468,100.5992206612924
76,BelysningInomhusKabel,Winter,50.04245677761532,67.35069490315354
77,IsVärmareDriftsystem,Winter,92.5416491612568,93.59436615440073
78,ReläSlungaVärmare,Winter,59.57841804995457,65.13184737685536
79,JulSkärm/DisplayVärmare,Winter,94.12351372995445,115.5655524857054
80,SnöLEDSlunga,Winter,87.03728615834632,106.74678593522319
81,StrömbrytareIsBelysning,Winter,59.89621808446509,78.54271393291037
82,IsSnöSkärm/Display,Winter,52.39428142954496,59.60467152999674
83,InomhusElfiltStrömbrytare,Winter,77.96707459507601,102.23725487283278
84,MikrokontrollerElfiltIs,Winter,88.95299821032441,91.75408927817912
85,BelysningMikrokontrollerIs,Winter,99.38641377328007,105.42595256666465
86,BelysningInomhusKabel,Winter,77.11334158184545,81.91984119568771
87,SnöVärmareMotor,Winter,83.48192572233083,89.00236348946858
88,BelysningElfiltResistor,Winter,77.82143266096766,139.1979493412704
89,SnöBelysningKabel,Winter,69.00883909456074,85.95309223397113
90,PumpSlungaIs,Winter,54.874164646277094,61.66042588514602
91,SnöAxelIs,Winter,72.20972011133433,89.42513918730018
92,JulTransformatorElfilt,Winter,99.34647727916379,117.19092896928763
93,ElfiltKondensatorVärmare,Winter,91.10857097269013,95.10647456355646
94,KabelElfiltSlunga,Winter,61.033029167094334,66.05890499760285
95,ElfiltJulVäxellåda,Winter,96.66733038308887,98.78039101870024
96,ElfiltJulPump,Winter,60.97669819343294,67.93321903391131
97,KabelBelysningIs,Winter,84.35969445658193,88.01172958908296
98,BelysningKretsElfilt,Winter,61.35251824585327,63.40686821282071
99,IsSnöTrådlöst,Winter,84.88337752210941,107.30560647846065
100,SnöBelysningResistor,Winter,83.14737080800697,92.1833072254155
101,AnslutningarAutomatiseringKrets,General,85.16354456959405,85.59151400619659
102,MikrokontrollerAnslutningarMotor,General,86.68398295378873,93.43888636260448
103,TransformatorTrådlöstVentil,General,88.0632520319879,104.77187206933954
104,DiagnosverktygVentilVäxellåda,General,93.20335991421935,99.12138853595009
105,PumpResistorKrets,General,84.99220641076172,87.09789864374028
106,BatteriFjärrkontrollMotor,General,77.73873186489688,86.14401268554923
107,MotorKretsVäxellåda,General,63.570902100326606,64.74178957892889
108,MikrokontrollerTrådlöstKrets,General,92.46838984413333,100.78441960583127
109,TransformatorFjärrkontrollKondensator,General,64.0894174582526,78.8600979978119
110,LEDDiagnosverktygAnslutningar,General,74.7894643317979,82.34691509621872
111,KondensatorStrömbrytareMotor,General,88.81356588993819,91.57582103252255
112,TransformatorReläProgrammering,General,55.28436270907853,65.36762098691344
113,BatteriTransformatorMotor,General,93.02477626119132,138.12326634505223
114,VäxellådaFjärrkontrollPump,General,62.87563003711401,69.78878425127378
115,AnslutningarAutomatiseringRelä,General,95.53035403523096,95.74951372514946
116,AxelKondensatorFjärrkontroll,General,64.55036122614601,89.84919549764146
117,KabelDiagnosverktygStrömbrytare,General,61.76473388799231,63.33516464915393
118,FläktVentilDriftsystem,General,55.50240104482156,57.94819014635917
119,DiagnosverktygSensorRelä,General,63.11166206901648,79.42919737443849
120,Skärm/DisplaySensorPump,General,92.68443170505705,97.73322561700084
121,MikrokontrollerVäxellådaTransformator,General,95.19499708030145,111.56070363021374
122,TrådlöstAnslutningarTrådlöst,General,79.0284357390932,95.70110006857203
123,LEDAnslutningarRelä,General,51.416436818122136,69.17964487103569
124,PumpVentilAxel,General,69.36761153547656,93.69472436340864
125,DiagnosverktygAxelFjärrkontroll,General,82.65414361922134,87.07410275462288
